1	1
2	1.76640902629709
3	2.4582962413452
4	2.72268780982116
5	2.8522838124749
6	2.80413228968338
8	2.71284332319111
10	2.40352743493345
12	2.17720812071571
14	1.97372365665049
16	1.75144024946706
18	1.60910135638212
20	1.454913324406
22	1.33616703852047
24	1.19912550509619
26	1.08601157963732
28	1.02032155264873
30	0.945615470222865
32	0.871409976026331
34	0.792967160940902
36	0.743564811871487
38	0.664186882420145
40	0.615681647870489
42	0.589672639702001
44	0.556763704384059
46	0.522919324084424
48	0.495169761887566

