1	1
2	1.27870905002127
3	1.14605554163444
4	1.00960726351351
5	0.899170007436597
6	0.805681504855856
8	0.588973371257083
10	0.489761807210966
12	0.414782540120658
14	0.355036316016848
16	0.327664240170197
18	0.281413689600377
20	0.259802517189599
22	0.22975328272018
24	0.212300097680689
26	0.188431809836007
28	0.173979703222477
30	0.162227726131506
32	0.150071830983906
34	0.138821181932514
36	0.129821101528832
38	0.121678347562859
40	0.113811858210417
42	0.102853293284367
44	0.097162517895904
46	0.090555827681109
48	0.086788106598068

