1	1
2	1.62626776691265
3	1.75820735190086
4	1.72279629796028
5	1.50315838989315
6	1.29936102236422
8	1.11485745614035
10	0.943082404030609
12	0.759911445298787
14	0.706715883480422
16	0.620669083778834
18	0.55000225392285
20	0.488340107193148
22	0.449204250690319
24	0.398969660576586
26	0.364475017040934
28	0.332570944305127
30	0.310803112407948
32	0.289293358653409
34	0.263109812877993
36	0.250689713785123
38	0.233508305220101
40	0.216133650475149
42	0.196606400464082
44	0.185376869846269
46	0.175288444710301
48	0.166587848027734

